"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"67f43b5e39b79e1c0598fea1","caefc6f4-8734-46e4-85c6-ebb928e4f372","PHYSICAL","shop-classes","in-person-wset-level-1-award-in-beer-may2025","In-Person WSET Level 1 Award in Beer | Saturday, May 24, 2025 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>This is a Level 1 Award in Beer Class on Saturday, May 24, 2025  in Nashville from 8:30 am to 5:00 pm. The exam will be held at the end of the day. The class will be held at the Track One Building, Suite 203: 1201 4th Ave S, Nashville, TN 37210</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>This class includes all the contact time necessary for the qualification, which is a total of 6 hours, including the 45 minutes allocated for the exam.</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Please download and read through theSpecification before the start of class:</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""https://www.wsetglobal.com/media/14173/wset_l1beer_specification_en_dec2023_issue1.pdf"">WSET Level 1 Beer Specification</a></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@subvinocompany.com?subject=Request%20for%20Reasonable%20Adjustment"">phillip@sebeved.com</a></p>","SQ3366535","","","","","","","","","","","","","350.00","0.00","No","0","/in-person-beer-classes","Beer, In-person Level 1 Beer","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/1706710077401-7SF6RMWEK948T9HDH0JH/EN_L1Beer-Inperson_1.1.Square.png"
"661f114112e7897501663335","254742a1-333e-456f-8338-18fd8fab2d79","PHYSICAL","shop-classes","in-person-wset-level-1-award-in-beer-october12","In-Person WSET Level 1 Award in Beer | Saturday, October 12, 2024 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">This is a Level 1 Award in Beer Class on Saturday, October 12, 2024 in Nashville from 8:30 am to 5:00 pm. The exam will be held at the end of the day. The class will be held at the Track One Building, Suite 203: 1201 4th Ave S, Nashville, TN 37210</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">This class includes all the contact time necessary for the qualification, which is a total of 6 hours, including the 45 minutes allocated for the exam.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">Please download and read through the</span> <span style=""color: rgb(29, 29, 29)"">Specification before the start of class:</span></p><p class="""" style=""white-space:pre-wrap;""><a href=""https://www.wsetglobal.com/media/14173/wset_l1beer_specification_en_dec2023_issue1.pdf"">WSET Level 1 Beer Specification</a></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@subvinocompany.com?subject=Request%20for%20Reasonable%20Adjustment"">phillip@sebeved.com</a></p>","SQ0287430","","","","","","","","","","","","","350.00","0.00","No","19","/in-person-beer-classes","Beer, In-person Level 1 Beer","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/1706710077401-7SF6RMWEK948T9HDH0JH/EN_L1Beer-Inperson_1.1.Square.png"
"66fc07c42b34224736f23928","2fbf90e9-65a0-448b-b05f-f51216f06e84","PHYSICAL","shop-classes","in-person-wset-level-1-award-in-beer-october12-pj6jj","In-Person WSET Level 1 Award in Beer | Sunday, February 9, 2025 8:30 am to 5:00 pm","<p><span>This is a Level 1 Award in Beer Class on Sunday, February 9, 2025 in Nashville from 8:30 am to 5:00 pm. The exam will be held at the end of the day. The class will be held at the Track One Building, Suite 203: 1201 4th Ave S, Nashville, TN 37210</span></p><p><span>This class includes all the contact time necessary for the qualification, which is a total of 6 hours, including the 45 minutes allocated for the exam.</span></p><p><span>REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p><span>Please download and read through theSpecification before the start of class:</span></p><p><a href=""https://www.wsetglobal.com/media/14173/wset_l1beer_specification_en_dec2023_issue1.pdf"">WSET Level 1 Beer Specification</a></p><p><span>REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@subvinocompany.com?subject=Request%20for%20Reasonable%20Adjustment"">phillip@sebeved.com</a></p>","SQ7651731","","","","","","","","","","","","","350.00","0.00","No","0","/in-person-beer-classes","Beer, In-person Level 1 Beer","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/1706710077401-7SF6RMWEK948T9HDH0JH/EN_L1Beer-Inperson_1.1.Square.png"
"65ba57f1f183dd067f9d3a95","e3592462-c1f0-4848-a639-314742e01478","PHYSICAL","shop-classes","in-person-wset-level-2-award-in-beer-april-2024","In-Person WSET Level 2 Award in Beer | April 26, 27, 28 , 2024 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">The WSET Level 2 Award in Beer will be held on April 26, 27, and 28, 2024 in Nashville, TN</span></p><p class="""" style=""white-space:pre-wrap;"">The Total Qualification Time for the Level 2 Award in Beer is 28 hours. This is made up of 17 Guided Learning Hours in our classroom (of which 1 hour is for the exam) and 11 hours’ private study. </p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@sebeved.com?subject=Reasonable%20Adjustment""><span style=""color: rgb(29, 29, 29)"">phillip@sebeved.com</span></a></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">Tasting of spirits will take place throughout the course, but there is no tasting for the examination. Please be prepared to spit during the tastings.Before signing up, please read our </span><a href=""/policies"" target=""_blank""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Policies</span></span></a><span style=""color: rgb(29, 29, 29)""><br><br>Also, download the </span><a href=""https://www.wsetglobal.com/media/14172/wset_l2beer_specification_en_dec2023_issue1.pdf""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Specification for this Qualification</span></span><span style=""color: rgb(29, 29, 29)""> </span></a><span style=""color: rgb(29, 29, 29)"">to understand the scope of this course.</span></p>","SQ2047263","","","","","","","","","","","","","875.00","0.00","No","0","/in-person-beer-classes","beer, In-person WSET Level 2 Beer","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/1706711128955-UMA790DV6GKPP7C3YERV/EN_L2Beer_Inperson_1.1.Square.png"
"661f0f79287ca660753e6060","7a104ae5-adad-4015-b71e-0eff9eb313cd","PHYSICAL","shop-classes","in-person-wset-level-2-award-in-beer-january2025","In-Person WSET Level 2 Award in Beer | January 17, 18, and 19, 2025 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">The WSET Level 2 Award in Beer will be held on January 17, 18, and 19, 2025 in Nashville, TN</span></p><p class="""" style=""white-space:pre-wrap;"">The Total Qualification Time for the Level 2 Award in Beer is 28 hours. This is made up of 17 Guided Learning Hours in our classroom (of which 1 hour is for the exam) and 11 hours’ private study. </p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@sebeved.com?subject=Reasonable%20Adjustment""><span style=""color: rgb(29, 29, 29)"">phillip@sebeved.com</span></a></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">Tasting of spirits will take place throughout the course, but there is no tasting for the examination. Please be prepared to spit during the tastings.Before signing up, please read our </span><a href=""/policies"" target=""_blank""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Policies</span></span></a><span style=""color: rgb(29, 29, 29)""><br><br>Also, download the </span><a href=""https://www.wsetglobal.com/media/14172/wset_l2beer_specification_en_dec2023_issue1.pdf""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Specification for this Qualification</span></span><span style=""color: rgb(29, 29, 29)""> </span></a><span style=""color: rgb(29, 29, 29)"">to understand the scope of this course.</span></p>","SQ6362152","","","","","","","","","","","","","875.00","0.00","No","0","/in-person-beer-classes","beer, In-person WSET Level 2 Beer","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/1706711128955-UMA790DV6GKPP7C3YERV/EN_L2Beer_Inperson_1.1.Square.png"
"67f43c7297ced37a5ecdaecd","fa835ad7-820c-4c46-9b50-38c3ff6832c9","PHYSICAL","shop-classes","in-person-wset-level-2-award-in-beer-june2025","In-Person WSET Level 2 Award in Beer | June 27, 28, and 29, 2025 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>The WSET Level 2 Award in Beer will be held on June 27, 28, and 29, 2025 2025 in Nashville, TN</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The Total Qualification Time for the Level 2 Award in Beer is 28 hours. This is made up of 17 Guided Learning Hours in our classroom (of which 1 hour is for the exam) and 11 hours’ private study.</p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@sebeved.com?subject=Reasonable%20Adjustment""><span>phillip@sebeved.com</span></a></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Tasting of beer will take place throughout the course, but there is no tasting for the examination. Please be prepared to spit during the tastings.Before signing up, please read our </span><a target=""_blank"" href=""/policies""><u><span>Policies</span></u></a><span><br><br>Also, download the </span><a href=""https://www.wsetglobal.com/media/14172/wset_l2beer_specification_en_dec2023_issue1.pdf""><u><span>Specification for this Qualification </span></u></a><span>to understand the scope of this course.</span></p>","SQ6505703","","","","","","","","","","","","","875.00","0.00","No","16","/in-person-beer-classes","beer, In-person WSET Level 2 Beer","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/1706711128955-UMA790DV6GKPP7C3YERV/EN_L2Beer_Inperson_1.1.Square.png"
"65412520cdac382fe79bae10","0b0100b1-a717-47e4-8808-8196b72b4728","PHYSICAL","shop-classes","in-person-wset-level-2-award-in-spirits-april2024","In-Person WSET Level 2 Award in Spirits | April 12, 13, 14, 2024 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">The WSET Level 2 Award in Spirits will be held on April 12, 13, 14, 2024 in Nashville, TN</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@sebeved.com?subject=Reasonable%20Adjustment""><span style=""color: rgb(29, 29, 29)"">phillip@sebeved.com</span></a></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">Tasting of spirits will take place throughout the course, but there is no tasting for the examination. Please be prepared to spit during the tastings. Before signing up, please read our </span><a href=""/policies"" target=""_blank""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Policies</span></span></a><span style=""color: rgb(29, 29, 29)""><br><br>Also, download the </span><a href=""https://www.wsetglobal.com/media/6331/wset_l2spirits_specification_en_jun2018.pdf"" target=""""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Specification for this Qualification</span></span></a><span style=""color: rgb(29, 29, 29)""> to understand the scope of this course.</span></p>","SQ8755761","","","","","","","","","","","","","850.00","0.00","No","0","/spirits-classes-inperson","spirits, In-Person WSET Level 2 Spirits","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/a456a0f4-23e3-4c2a-bf08-e9817d659935/EN_Spirits%2C+Level+2+Award+%281200x1200%29+2022.jpg"
"6617cd2ca6ab060ec32de1a1","60973923-e114-4669-8f14-16cd496c92e3","PHYSICAL","shop-classes","in-person-wset-level-2-award-in-spirits-april2024-7hsl4","In-Person WSET Level 2 Award in Spirits | Fall 2024 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">The WSET Level 2 Award in Spirits will be held on Fall 2024 in Nashville, TN</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;"">This course requires 15 hours of in-class instruction including the exam, and 11 hours of outside study time.</p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Southeastern Beverage Education strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@sebeved.com?subject=Reasonable%20Adjustment""><span style=""color: rgb(29, 29, 29)"">phillip@sebeved.com</span></a></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">Tasting of spirits will take place throughout the course, but there is no tasting for the examination. Please be prepared to spit during the tastings. Before signing up, please read our </span><a href=""/policies"" target=""_blank""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Policies</span></span></a><span style=""color: rgb(29, 29, 29)""><br><br>Also, download the</span><a href=""https://www.wsetglobal.com/media/11713/wset_l2spirits_specification_en_may2022_issue2.pdf""><span style=""color: rgb(29, 29, 29)""> </span><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Specification for this Qualification</span></span></a><span style=""color: rgb(29, 29, 29)""> to understand the scope of this course.</span></p>","SQ5505322","","","","","","","","","","","","","850.00","0.00","No","16","/spirits-classes-inperson","spirits, In-Person WSET Level 2 Spirits","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/a456a0f4-23e3-4c2a-bf08-e9817d659935/EN_Spirits%2C+Level+2+Award+%281200x1200%29+2022.jpg"
"688bf0d08617410f423193a1","95f99a42-7f21-430c-bc5f-8a68759d0a76","PHYSICAL","shop-classes","in-person-wset-level-2-award-in-spirits-april2024-7hsl4-7sbhs","In-Person WSET Level 2 Award in Spirits | November 21, 22, and 23 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>The WSET Level 2 Award in Spirits will be held on November 21, 22, and 23 in Nashville, TN</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">This course requires 15 hours of in-class instruction including the exam, and 11 hours of outside study time.</p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Southeastern Beverage Education strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@sebeved.com?subject=Reasonable%20Adjustment""><span>phillip@sebeved.com</span></a></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Tasting of spirits will take place throughout the course, but there is no tasting for the examination. Please be prepared to spit during the tastings. Before signing up, please read our </span><a target=""_blank"" href=""/policies""><u><span>Policies</span></u></a><span><br><br>Also, download the</span><a href=""https://www.wsetglobal.com/media/11713/wset_l2spirits_specification_en_may2022_issue2.pdf""><u><span>Specification for this Qualification</span></u></a><span> to understand the scope of this course.</span></p>","SQ2247502","","","","","","","","","","","","","850.00","0.00","No","16","/spirits-classes-inperson","spirits, In-Person WSET Level 2 Spirits","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/a456a0f4-23e3-4c2a-bf08-e9817d659935/EN_Spirits%2C+Level+2+Award+%281200x1200%29+2022.jpg"
"654958e324bf9f39d3723edd","7bfa23a8-f5b6-4b43-b175-b922ce61c0ab","PHYSICAL","shop-classes","in-person-wset-level-3-award-in-spirits","In-Person WSET Level 3 Award in Spirits April 29-May 4, 2024 8:30 am to 5:00 pm","<p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">The WSET Level 3 Award in Spirits will be held April 29-May 4, 2024. 5 full days of instruction, with the exam on the sixth day.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REFUNDS: Payments in full are due at the time of registration for the course, payable through the website. All courses are non-refundable, but you may transfer to another class up to three (3) weeks before the START of the course, and secure a spot in another course for no additional charge. All transfer requests must be received by email. Transfer requests received after this time will not be accepted.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">REASONABLE ADJUSTMENT: Please inform us at the time of booking if you require reasonable adjustment for the examination. Subvino strives to set up ALL candidates for success. Please contact us by email so that we may assist you: </span><a href=""mailto:phillip@subvinocompany.com?subject=Request%20for%20Reasonable%20Adjustment"" target=""""><span style=""color: rgb(29, 29, 29)"">phillip@subvinocompany.com</span></a><span style=""color: rgb(29, 29, 29)"">. Tasting of spirits will take place throughout the course, but there is no tasting for the examination. Please be prepared to spit during the tastings.</span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(29, 29, 29)"">Before signing up, please read our </span><a href=""/policies""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Policies</span></span></a><span style=""color: rgb(29, 29, 29)""><br><br>Also, download the </span><a href=""https://www.wsetglobal.com/media/6331/wset_l2spirits_specification_en_jun2018.pdf"" target=""""><span style=""text-decoration:underline""><span style=""color: rgb(29, 29, 29)"">Specification for this Qualification</span></span></a><span style=""color: rgb(29, 29, 29)""> to understand the scope of this course.</span></p>","SQ8612763","","","","","","","","","","","","","1350.00","0.00","No","15","/spirits-classes-inperson","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/65315255e6fb0c67c8a0d8e2/df8786d9-0d52-41f4-993a-0f2326c1f739/EN_Spirits%2C+Level+3+Award+%281200x1200%29.jpg"
